title,metacritic_score,user_score
Cool Hand Luke,91,9.1
The African Queen,91,8.2
The Triplets of Belleville,91,7.8
The Queen,91,6.6
Breaking Away,91,9.0
Young Mr. Lincoln,91,8.3
Stories We Tell,91,8.3
Jafar Panahi's Taxi,91,6.8
Beau Travail,91,8.0
Do the Right Thing,91,8.5
Waltz with Bashir,91,8.2
EX LIBRIS: The New York Public Library,91,6.8
Secrets & Lies,91,8.2
Patton,91,8.4
The Right Stuff,91,7.8
No Country for Old Men,91,7.8
The Gatekeepers,91,6.5
Nostalgia for the Light,91,8.0
Ida,91,7.5
After Hours,90,7.9
13th,90,7.9
The Crying Game,90,7.8
Foxtrot,90,7.3
Winter's Bone,90,7.3
Gett: The Trial of Viviane Amsalem,90,7.9
I Called Him Morgan,90,6.9
Close Encounters of the Third Kind,90,7.9
L.A. Confidential,90,9.0
Bloody Sunday,90,8.5
My Voyage to Italy,90,7.0
Badlands,90,8.7
Saving Private Ryan,90,8.9
Her,90,8.6
The Sweet Hereafter,90,8.1
Paths of the Soul,90,5.7
It's Such a Beautiful Day,90,9.0
My Perestroika,90,7.5
Finding Nemo,90,8.7
This Is Not a Film,90,6.3
Topsy-Turvy,90,7.7
King Kong,90,8.6
The Incredibles,90,8.8
Before Sunset,90,8.6
Being John Malkovich,90,8.9
A Prophet,90,8.6
Hard to Be a God,90,5.2
Almost Famous,90,6.8
Phantom Thread,90,7.7
Big Men,90,7.5
American Splendor,90,8.0
Hannah and Her Sisters,90,7.9
Gosford Park,90,7.5
Dirty Harry,90,6.8
The Fits,90,6.8
United 93,90,7.6
Mad Max: Fury Road,90,8.6
Downhill Racer,90,8.0
Capturing the Friedmans,90,8.0
The Truman Show,90,6.7
American Hustle,90,7.3
Paterson,90,8.0
Star Wars: Episode IV - A New Hope,90,8.8
Persepolis,90,8.7
The Act of Killing,89,8.3
Lost in Translation,89,7.5
The Best of Youth,89,8.8
Hereditary,89,7.5
The Overnighters,89,7.5
The Lives of Others,89,8.9
4 Little Girls,89,8.1
House of Flying Daggers,89,9.1
Columbus,89,7.3
Searching for Bobby Fischer,89,7.8
Assault on Precinct 13,89,7.8
Man on Wire,89,8.3
Howards End,89,8.3
Still Walking,89,8.6
Gangs of Wasseypur,89,8.5
The Last Detail,89,7.2
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,89,7.3
Elle,89,7.2
The Tale of The Princess Kaguya,89,8.5
Uncertain,89,7.2
Son of Saul,89,7.2
"Two Days, One Night",89,8.6
National Gallery,89,8.2
No End in Sight,89,8.2
It's a Wonderful Life,89,9.5
The Madness of King George,89,7.8
Phoenix,89,7.8
Goodbye Solo,89,7.4
Western,89,7.1
Stop Making Sense,89,8.5
Selma,89,7.2
The Artist,89,8.2
Eternal Sunshine of the Spotless Mind,89,8.9
The Piano,89,8.0
Goodfellas,89,8.9
Blade Runner,89,8.8
Letters from Iwo Jima,89,8.2
The Seventh Continent (1989),89,8.2
Once,88,8.2
The Death of Stalin,88,7.4
The Arbor,88,7.8
The Tale,88,8.4
Democrats,88,8.4
Ghost World,88,8.4
Brazil,88,8.9
Y Tu Mamá También,88,6.4
Paddington 2,88,8.2
The Little Mermaid,88,8.7
On the Waterfront,88,8.7
Capote,88,7.8
Tulpan,88,6.5
Manuscripts Don't Burn,88,5.4
In Transit,88,4.8
Whiplash,88,8.9
"Three Billboards Outside Ebbing, Missouri",88,7.6
Quest,88,7.4
Zama,88,7.4
A Film Unfinished,88,7.0
Things to Come,88,6.8
The Grand Budapest Hotel,88,8.4
Winter Sleep,88,8.4
Blue Is the Warmest Color,88,7.9
Citizenfour,88,7.6
Time Out,88,6.9
The Blue Angel (re-release),88,8.1
Thelma & Louise,88,8.3
Away from Her,88,8.0
The Fallen Idol (re-release),88,7.3
Network,88,8.6
Inside Job,88,8.4
Three Colors: White,88,9.0
Chicken Run,88,8.1
The King's Speech,88,8.4
Hell or High Water,88,8.2
Up,88,8.8
The Fugitive,88,8.8
Quiz Show,88,8.7
45365,88,7.4
Aquarius,88,8.6
Anomalisa,88,7.4
Toy Story 2,88,8.8
Black Panther,88,6.7
Birdman or (The Unexpected Virtue of Ignorance),88,8.2
Nobody Knows,88,8.6
Life Is Sweet,88,6.8
Mary Poppins,88,8.8
The Lord of the Rings: The Two Towers,87,9.0
L'Enfant (The Child),87,8.7
Sweet Country,87,8.9
Night of the Living Dead,87,8.9
Ordinary People,87,6.2
Newtown,87,7.6
Restless Creature: Wendy Whelan,87,8.0
Little Women,87,8.0
Poetry,87,7.9
Shakespeare in Love,87,7.2
It Happened One Night,87,9.1
The Missing Picture,87,7.6
"I Travel Because I Have to, I Come Back Because I Love You",87,7.7
Superman II,87,6.5
Of Men and War,87,8.3
The Farthest,87,7.3
Gomorrah,87,7.1
To Be and to Have,87,8.1
Brooklyn,87,8.0
Eraserhead,87,7.2
Fire at Sea,87,6.9
To Kill a Mockingbird,87,8.7
About Elly (2009),87,8.7
Goldfinger,87,8.3
One False Move,87,7.4
Jane,87,8.6
The Bridge on the River Kwai,87,8.6
We Are the Best!,87,7.6
Spartacus,87,7.5
My Journey Through French Cinema,87,8.2
Wallace & Gromit: The Curse of the Were-Rabbit,87,8.2
The Diary of a Teenage Girl,87,6.6
Elena,87,7.4
All Is Lost,87,6.6
Listen to Me Marlon,87,8.3
Gideon's Army,87,8.4
Serpico (re-release),87,8.7
Maria Full of Grace,87,2.6
Fateless,87,7.5
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,87,8.5
Tootsie,87,8.0
Uncle Boonmee Who Can Recall His Past Lives,87,7.1
The Birds,87,8.4
Brokeback Mountain,87,8.3
Cemetery of Splendor,87,6.7
The Kid with a Bike,87,7.4
Harry Potter and the Deathly Hallows: Part 2,87,8.1
Rebel Without a Cause,87,8.3
Particle Fever,87,8.1
Tarnation,87,7.0
Murderball,87,8.4
Life Itself,87,8.5
The Shape of Water,87,7.0
Shine,87,8.4
Grizzly Man,87,7.3
Gregory Crewdson: Brief Encounters,87,6.7
Moneyball,87,8.0
The Autobiography of Nicolae Ceausescu,87,8.5
All About My Mother,87,8.5
The English Patient,87,7.4
The Great Escape,87,7.0
The Duke of Burgundy,87,7.0
My Golden Days,87,6.8
Love & Friendship,87,7.0
Force Majeure,87,7.6
Jaws,87,8.7
Marooned in Iraq,86,7.7
Madeline's Madeline,86,7.7
Russian Ark,86,7.7
Lincoln,86,7.5
Room,86,8.4
The Tillman Story,86,7.3
The Wind Will Carry Us,86,7.2
"sex, lies, and videotape",86,7.9
Dog Day Afternoon,86,8.0
To Be or Not to Be,86,8.0
Like Water for Chocolate,86,8.0
Nebraska,86,8.0
Slumdog Millionaire,86,7.8
Stand Clear of the Closing Doors,86,7.0
Dreamcatcher,86,6.1
To Die For,86,8.8
Million Dollar Baby,86,7.4
42: Forty Two Up,86,8.6
The Straight Story,86,8.4
Rushmore,86,8.8
Krisha,86,8.0
Cameraperson,86,6.7
The Babadook,86,8.4
Last Days in Vietnam,86,7.8
Little Men,86,7.8
The Kids Are All Right,86,7.2
Boys Don't Cry,86,7.6
Dead Ringers,86,4.9
Manakamana,86,5.1
Cave of Forgotten Dreams,86,6.8
My Neighbor Totoro,86,8.3
King of the Hill,86,9.0
Aliens,86,9.0
The Red Turtle,86,7.9
My Happy Family,86,6.7
Chasing Coral,86,6.7
How to Survive a Plague,86,8.1
Easy Rider,86,7.4
Loveless,86,8.3
Ten,86,8.0
I'm Going Home,86,6.9
In the Bedroom,86,7.2
Chinatown,86,8.9
A Fantastic Woman,86,6.8
I Am Another You,86,7.2
Barbara,86,7.2
Of Gods and Men,86,7.0
Nobody's Fool,86,7.0
Stranger Than Paradise,86,7.0
The Beaches of Agnès,86,7.0
Das Boot,86,6.5
West Side Story,86,9.2
Deliver Us from Evil,86,8.1
Back to the Future,86,8.9
Maidan,86,6.2
Drug War,86,7.1
The Great Beauty,86,8.0
The Big Sick,86,7.0
Argo,86,7.7
Our Daily Bread,86,7.8
The Umbrellas of Cherbourg (re-released),86,7.7
Talk to Her,86,8.2
Under the Sand,86,7.5
Traffic,86,8.9
The Grifters,86,8.9
The Master,86,7.2
The Death of Mr. Lazarescu,86,8.0
Nausicaä of the Valley of the Wind,86,8.2
Los Angeles Plays Itself,86,8.2
This Is England,86,7.8
City of Ghosts,86,5.4
Springtime in a Small Town,86,7.5
Sweet Sixteen,86,8.3
The Son,86,7.8
The Player,86,8.1
Superman,86,7.8
Ponyo,86,7.6
Strong Island,86,6.8
The Interrupters,86,6.8
Ernest & Célestine,86,7.5
Diner,86,8.5
Only Angels Have Wings,86,7.7
Diane,86,7.7
Baby Driver,86,7.7
Let the Fire Burn,86,7.4
American Beauty,86,9.0
Last Train Home,86,7.9
Andy Warhol: A Documentary Film,86,8.3
Beasts of the Southern Wild,86,7.5
The Double Life of Veronique,86,8.7
Flight of the Red Balloon,86,5.7
Say Anything...,85,8.3
Before Night Falls,85,6.7
The Bourne Ultimatum,85,7.6
Raiders of the Lost Ark,85,8.9
Take Shelter,85,7.8
The Salesman,85,7.4
The Pianist,85,7.6
Children Underground,85,8.7
You Can Count on Me,85,8.4
Boogie Nights,85,4.4
Blow Out,85,7.7
City of Life and Death,85,7.7
Song of the Sea,85,8.3
Amy,85,8.3
The Edge of Heaven,85,8.6
The Savages,85,7.4
Ilo Ilo,85,7.8
Lebanon,85,6.4
The Treasure,85,6.8
Night Will Fall,85,7.6
The Endurance,85,8.5
Tangerine,85,7.4
Exit Through the Gift Shop,85,8.1
Girlhood,85,7.2
In the Mood for Love,85,7.4
Let's Get Lost,85,8.1
Offside,85,8.1
The Ornithologist,85,6.0
Tales of the Grim Sleeper,85,6.7
Knocked Up,85,6.7
Turtles Can Fly,85,8.7
The Departed,85,7.2
April and the Extraordinary World,85,7.5
Festival Express,85,6.2
"Spring, Summer, Fall, Winter... and Spring",85,8.3
This Is Spinal Tap (re-release),85,8.4
An Education,85,7.8
Rat Film,85,3.7
Tinker Tailor Soldier Spy,85,6.6
Half Nelson,85,7.8
Vincere,85,7.0
Fargo,85,8.8
Street Fight,85,7.5
Unforgiven,85,8.4
Love and Diane,85,7.6
About Schmidt,85,7.6
Domestic Violence,85,9.1
Hero,85,9.1
Neil Young: Heart of Gold,85,8.5
Mudbound,85,6.4
My Life as a Zucchini,85,8.3
The Silence of the Lambs,85,8.8
Hedwig and the Angry Inch,85,8.7
The Last Seduction,85,8.6
God's Own Country,85,8.3
Kaili Blues,85,7.4
The Intruder,85,4.8
Forbidden Lie$,85,8.0
Behemoth,85,5.7
The Sun,85,6.8
The Past,85,8.3
24 Hour Party People,85,8.9
Atonement,85,7.9
The Tree of Life,85,7.0
Alexandra,85,7.3
Star Wars: Episode VIII - The Last Jedi,85,4.6
The Host,85,6.8
The Departure,85,7.7
Starless Dreams,85,7.7
Restrepo,85,7.7
Summer Hours,85,7.0
Grisbi (re-release),85,8.3
Out of Sight,85,8.6
Women on the Verge of a Nervous Breakdown,85,8.2
The Godfather: Part II,85,9.0
The Iron Giant,85,8.9
Passing Strange,85,7.7
Meek's Cutoff,85,6.4
Three Colors: Blue,85,9.1
The Long Day Closes,85,5.8
Fruitvale Station,85,8.0
Carrie,85,8.2
Watchers of the Sky,85,7.2
From Russia with Love,85,7.2
Dawson City: Frozen Time,85,5.4
Since Otar Left,85,8.2
The Circle,85,6.3
Sound and Fury,85,7.6
Paragraph 175,85,7.8
Holy Motors,84,7.5
The Work,84,8.5
Sling Blade,84,8.5
After the Storm,84,7.8
A Christmas Tale,84,7.0
In the Shadow of the Moon,84,8.7
The Big Risk,84,7.3
The Lion King,83,8.8
The Terminator,83,7.2
Office,83,7.2
Chop Shop,83,7.6
Kiki's Delivery Service,83,6.3
Raising Victor Vargas,83,6.3
Who Framed Roger Rabbit,83,8.8
'71,83,7.5
Blackfish,83,8.4
"Distant Voices, Still Lives",83,7.3
The Witch,83,7.3
Corpse Bride,83,7.9
Project Nim,83,7.6
The Wind Rises,83,8.2
Neil Young Trunk Show,83,7.8
Marwencol,83,7.8
Spider-Man 2,83,8.6
The Age of Innocence,83,7.8
20 Feet from Stardom,83,7.3
When We Were Kings,83,8.9
Kurt Cobain: Montage of Heck,83,7.8
20th Century Women,83,7.2
My Name Is Albert Ayler,83,6.6
Paranoid Park,83,6.6
Pina,83,7.3
Animal Kingdom,83,7.8
La Camioneta: The Journey of One American School Bus,83,7.3
Bullitt,83,7.3
Hugo ,83,7.7
Captain Phillips,83,8.1
The LEGO Movie,83,8.3
Gloria,83,7.2
Ixcanul,83,8.3
The Selfish Giant,83,7.9
The Day He Arrives,83,7.3
Hadewijch,83,5.5
Taxidermia,83,7.6
Drag Me to Hell,83,7.9
The King of Kong: A Fistful of Quarters,83,8.7
Spider,83,7.2
Moonstruck,83,8.6
Alien,83,8.9
Manhattan,83,8.2
Seymour: An Introduction,83,8.7
56 Up,83,8.3
Triad Election,83,7.1
Up in the Air,83,7.4
Burning Bush,83,7.4
Cutie and the Boxer,83,7.8
U2 3D,83,8.0
Vera Drake,83,7.7
Kill Bill: Vol. 2,83,8.2
The Apostle,83,8.1
Babe,83,7.7
Hidden,83,6.6
Lake of Fire,83,7.1
Red Army,83,7.7
Porco Rosso,83,7.0
The Post,83,7.0
The Flat,83,8.5
Mulholland Dr.,83,6.8
Blind,83,7.8
The Magdalene Sisters,83,8.0
Tyson,83,8.2
Henry V,83,7.8
Being 17,83,8.5
The White Diamond,83,7.2
Trouble the Water,83,7.9
Mustang,83,7.7
James White,83,7.2
It Follows,83,7.7
Don't Think Twice,83,7.1
The Happiest Day in the Life of Olli Mäki,83,8.9
Sweeney Todd: The Demon Barber of Fleet Street,83,7.6
Court,83,8.5
"20,000 Days on Earth",83,6.5
The Woman Who Left,83,8.9
Election,83,8.9
Creed,82,8.0
Monsieur Lazhar,82,7.6
Venus,82,7.3
Leave No Trace,82,8.7
Nowhere to Hide,82,8.7
The Second Mother,82,8.7
These Birds Walk,82,8.5
Rivers and Tides: Andy Goldsworthy Working with Time,82,8.5
Ajami,82,8.2
Viola,82,8.1
127 Hours,82,8.1
Tell No One,82,7.5
The Illusionist,82,7.6
The Deep Blue Sea,82,6.5
The End of the Tour,82,7.6
Enron: The Smartest Guys in the Room,82,8.4
Forrest Gump,82,7.6
Ornette: Made in America (1985),82,5.9
"Good Bye, Dragon Inn",82,5.9
Safe Conduct,82,6.2
Leaving Las Vegas,82,9.0
War for the Planet of the Apes,82,8.1
Eastern Promises,82,7.0
Sicario,82,8.1
George Washington,82,7.5
Stranded: I've Come from a Plane That Crashed on the Mountains,82,7.6
At Berkeley,81,7.8
Blade Runner 2049,81,8.2
Step,81,7.5
Experimenter,81,7.5
Eden,81,6.3
The Revolution Will Not Be Televised,81,6.5
A History of Violence,81,7.4
The Deer Hunter,81,7.4
A Mighty Wind,81,7.3
The Damned United,81,8.4
Georgia,81,8.4
Western,81,7.1
Wadjda,81,7.1
Fresh,81,6.5
The Levelling,81,6.5
Arrival,81,8.1
Juno,81,8.3
Elena,81,7.8
Blue Valentine,81,6.8
Truman,81,7.9
Master and Commander: The Far Side of the World,81,6.4
Four Weddings and a Funeral,81,8.4
The Secret of Kells,81,7.7
Top Five,81,6.8
Pete Seeger: The Power of Song,81,8.4
Closet Monster,81,7.5
Katyn,81,7.2
Coming Home,81,7.4
Living in Oblivion,81,8.2
Coco,81,8.2
Locke,81,7.8
Bridge of Spies,81,7.6
Driving Miss Daisy,81,8.6
Shaun the Sheep Movie,81,8.6
White Material,81,6.5
The Station Agent,81,8.7
Foxcatcher,81,7.1
Dolores,81,7.8
"Arabian Nights: Volume 2, The Desolate One",81,7.8
Twinsters,81,7.8
Beginners,81,8.2
Bamako,81,6.4
Autumn Tale,81,7.3
The China Syndrome,81,7.3
Mandy,81,7.3
Private Life,81,7.3
Bright Star,81,7.3
The Headless Woman,81,6.5
Wait Until Dark,81,8.4
Weekend,81,8.4
Raw,81,7.3
The Man Who Fell to Earth,81,6.9
Under the Sun,81,6.1
Wrinkles,81,7.4
Revenge,81,7.4
Juliet of the Spirits (re-release),81,7.5
Il Divo,81,6.9
Leviathan,81,5.9
Fish Tank,81,7.5
Little Shop of Horrors,81,7.7
No,81,7.4
A River Below,81,7.2
Best Worst Thing That Ever Could Have Happened,81,7.2
Jackie,81,7.2
My Architect,81,8.2
Hot Fuzz,81,8.7
Django Unchained,81,8.6
Sister,81,6.9
"Police, Adjective",81,5.9
A Girl Walks Home Alone at Night,81,7.1
Wattstax (re-released),81,6.6
Grin Without a Cat,81,2.9
Happiness,81,2.9
The Big Short,81,8.2
Black Orpheus,81,7.9
The Devil's Miner,81,8.2
Closed Curtain,81,5.1
Moana,81,7.8
A Pigeon Sat on a Branch Reflecting on Existence,81,7.2
The Wailing,81,7.9
White Sun,81,8.4
The Empty Hours,81,8.4
Chris & Don. A Love Story,81,8.4
Still Life,81,8.2
Searching,81,6.4
Gimme the Loot,81,6.4
Tchoupitoulas,81,5.1
The Wrestler,81,8.2
Blood Simple,81,8.5
Cousin Jules,81,7.7
Skyfall,81,7.7
Thunder Soul,81,5.9
Of Time and the City,81,5.9
In the Company of Men,81,6.9
Consuming Spirits,81,7.0
Upstream Color,81,7.0
A Bronx Tale,80,8.8
Bugsy,80,8.0
Let the Sunshine In,80,8.0
Cabaret,80,8.0
Peter and the Farm,80,7.8
True Grit,80,7.8
Mystery Train,80,8.6
The Secret in Their Eyes,80,8.6
Bigger Stronger Faster*,80,7.6
Bending the Arc,80,6.6
What Richard Did,80,6.6
I Wish,80,8.1
Iris,80,7.4
Good Time,80,7.5
Last Men in Aleppo,80,3.3
Henry: Portrait of a Serial Killer,80,8.0
Spellbound,80,8.0
Rabbit-Proof Fence,80,7.4
Big Night,80,8.8
A Room with a View,80,8.1
The Sting,80,8.6
Going Clear: Scientology and the Prison of Belief,80,8.4
White God,80,7.3
My Dog Tulip,80,6.8
Once Upon a Time in the West (re-release),80,8.3
Central Station,80,8.3
Whale Rider,80,5.6
The Mill and the Cross,80,6.9
Lean on Pete,80,8.1
Claire's Camera,80,7.2
Sunset Story,80,7.2
Miss Bala,80,6.9
All the President's Men,80,8.8
Howl's Moving Castle,80,8.8
The Simpsons Movie,80,7.7
Off the Rails,80,8.5
Riding Giants,80,8.5
Jung (War) in the Land of the Mujaheddin,80,7.4
Set Me Free,80,7.4
Boy and the World,80,8.3
Finders Keepers,80,6.5
Room 237,80,6.2
Lady Chatterley,80,6.3
The Band's Visit,80,8.3
Call Me Kuchu,80,4.8
Coraline,80,8.4
Berberian Sound Studio,80,7.0
In the Mirror of Maya Deren,80,8.1
Glengarry Glen Ross,80,8.1
Tokyo Sonata,80,8.4
Lorenzo's Oil,80,5.5
Il Futuro,80,5.5
Tristram Shandy: A Cock and Bull Story,80,6.0
"Good Night, and Good Luck.",80,7.3
Broadway Danny Rose,80,6.4
The Survivalist,80,6.4
Mad Max Beyond Thunderdome,80,6.3
The Pearl Button,80,8.6
Deep Water,80,8.2
The Force,80,6.7
Lorna's Silence,80,6.7
California Typewriter,80,8.9
The Shawshank Redemption,80,8.9
The Day of the Jackal,80,8.9
Memento,80,8.9
Young Frankenstein,80,9.0
Demon,80,6.5
American Animals,80,7.1
Goodbye First Love,80,7.1
Little Miss Sunshine,80,7.4
Indivisible,80,7.4
Sweetgrass,80,7.4
Another Year,80,7.4
The Four Times (Le Quattro Volte),80,7.0
The Last of the Unjust,80,6.8
West of Memphis,80,6.8
"Arabian Nights: Volume 3, The Enchanted One",80,7.8
Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington,80,7.8
Frost/Nixon,80,7.8
Siddhartha (re-release),80,8.3
Minority Report,80,6.9
Last Resort,80,7.2
MASH,80,7.4
Senna,79,8.7
Reservoir Dogs,79,8.7
Time Bandits,79,7.6
Beyond the Hills,79,7.6
Glen Campbell: I'll Be Me,79,7.6
Your Name.,79,9.0
The Sessions,79,7.6
March of the Penguins,79,7.8
Winter on Fire: Ukraine's Fight for Freedom,79,6.7
Jonestown: The Life and Death of Peoples Temple,79,8.0
Lucky,79,7.1
Oasis,79,7.9
Dinner Rush,79,7.1
Spring Forward,79,8.5
Two Family House,79,6.2
Pariah,79,6.2
City of God,79,9.0
Mountain,79,6.5
Hermia & Helena,79,6.5
Fill the Void,79,6.5
Keep the Lights On,79,8.1
Mother,79,8.1
Free Willy,79,7.4
Joe Strummer: The Future Is Unwritten,79,7.6
Searching for Sugar Man,79,8.3
I Am Love,79,7.1
Sing Street,79,8.6
Keane,79,7.6
Brawl in Cell Block 99,79,7.3
The Law in These Parts,79,5.8
Va Savoir (Who Knows?),79,5.8
Manufactured Landscapes,79,6.0
Li'l Quinquin,79,7.6
Brand Upon the Brain!,79,7.4
Contemporary Color,79,8.1
Black Swan,79,8.1
Our Children,79,8.6
"Monsters, Inc.",78,8.6
Hilary and Jackie,78,8.4
Drive,78,8.1
Indignation,78,7.3
Bird,78,7.7
A Brief History of Time,78,7.6
Enough Said,78,7.6
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,78,7.0
Play Misty for Me,78,7.0
28 Weeks Later,78,7.0
The Age of Shadows,78,6.8
Clouds of Sils Maria,78,7.0
Angels Wear White,78,7.7
Long Strange Trip,78,7.7
The Boys: The Sherman Brothers' Story,78,7.7
Control,78,7.6
Private Property,78,8.2
Deep Sea,78,8.7
Henri Langlois: The Phantom of the Cinematheque,78,8.6
My Flesh and Blood,78,8.6
Eureka,78,7.1
The House of Mirth,78,7.8
Starting Out in the Evening,78,7.6
Head-On,78,8.4
Airplane!,78,7.7
Lightning in a Bottle,78,7.2
Beware of Mr. Baker,78,7.2
Aberdeen,78,6.9
The Deep End,78,6.8
The Taste of Others,78,6.9
Thirteen,78,8.4
Castle in the Sky,78,6.7
In the Fog,78,6.7
My Joy,78,7.2
Funny Ha Ha,78,5.2
Before I Forget,78,7.3
Welcome to Leith,78,7.3
Into Great Silence,78,8.4
A Gentle Creature,78,6.4
The Last Man on the Moon,78,6.4
The Innocents,78,7.8
Blue Jasmine,78,7.7
Racing Dreams,78,5.9
It Comes at Night,78,6.1
Please Give,78,7.4
Hellboy II: The Golden Army,78,7.4
Tabu,78,6.8
Painted Fire,78,7.0
How I Killed My Father,78,4.7
Lumumba,78,4.7
Rocks in My Pockets,78,8.8
Speed,78,8.8
Putty Hill,78,5.6
Born Into Brothels: Calcutta's Red Light Kids,78,8.5
Breathe,78,6.4
Under the Skin,78,6.8
Barracuda,78,7.3
Clash,78,7.3
Amanda Knox,78,7.1
The Color Purple,78,7.7
5 Broken Cameras,78,7.6
Dirty Pretty Things,78,9.1
Amandla! A Revolution in Four Part Harmony,78,8.0
Punch-Drunk Love,78,8.0
How to Draw a Bunny,78,7.9
Diamond Men,78,7.9
The Thin Red Line,78,8.2
Manhunter,78,8.0
Halloween,78,8.9
O'Horten,78,7.2
In Between,78,7.1
Pray the Devil Back to Hell,78,7.1
Born to Fly,78,8.0
"After Dark, My Sweet",78,8.0
A Silent Voice,78,8.0
"I, Daniel Blake",78,8.0
The Counterfeiters,78,7.9
Roman Polanski: Wanted and Desired,78,7.4
After the Wedding,78,8.0
The Dark Knight Rises,78,8.2
The Lost City of Z,78,6.9
Devil in a Blue Dress,78,6.2
The Devil's Backbone,78,8.7
Blind Shaft,78,7.8
Southern Comfort,78,3.4
A Time for Drunken Horses,78,7.8
Midnight Run,78,8.9
The Guard,78,7.3
No Home Movie,78,7.8
Pavilion,78,7.9
A Clockwork Orange,78,7.9
Hooligan Sparrow,78,7.9
Ex Machina,78,7.9
The Tribe,78,7.8
Booker's Place: A Mississippi Story,78,7.9
The Real Dirt on Farmer John,78,7.9
Harry Potter and the Half-Blood Prince,78,7.2
Zootopia,78,8.7
Innocence,78,7.7
Lost Boys of Sudan,78,6.5
Best in Show,78,7.8
Human Resources,78,6.5
Hard Eight,78,6.5
House of Games,78,7.5
Chariots of Fire,78,7.5
Beach Rats,78,7.5
Yellow Submarine,78,6.9
Eve's Bayou,78,6.9
Tex,78,7.2
Dr. No,78,7.2
Much Ado About Nothing,78,7.6
Ruthless People,78,6.1
Up and Down,78,6.1
Endless Poetry,78,7.9
Did You Wonder Who Fired the Gun?,78,7.9
The Last Mistress,78,7.9
Live-In Maid,78,8.3
The Saddest Music in the World,78,6.6
Insomnia,78,8.5
Lone Star,78,7.9
Thief,78,8.9
Tracks,78,7.3
The Princess of Montpensier,78,6.4
The Kindergarten Teacher,78,8.5
The Fearless Freaks,78,8.5
Zodiac,78,8.5
Tempestad,78,7.9
The Case Against 8,78,7.9
The Devil Came on Horseback,78,7.9
A Simple Life,78,7.8
Kedi,78,8.8
Love Exposure,78,8.7
Goldstone,78,7.2
Waste Land,78,8.4
Son frère,78,5.3
Morvern Callar,78,5.3
Murderous Maids,78,8.5
Last Orders,78,5.6
Ça commence aujourd'hui,78,6.3
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",78,7.3
